,dr1,dr2,df1,df2,g,gan
0,0.27116334438323975,0.8489667177200317,0.14684054255485535,0.7940382957458496,0.26081645488739014,7.207934856414795
1,0.18637441098690033,0.6044883728027344,0.03721979260444641,0.8382424712181091,0.25840187072753906,7.317680358886719
2,0.10537087917327881,0.6047833561897278,0.023670723661780357,0.812084436416626,0.2558562457561493,7.2416672706604
3,0.06699016690254211,0.6856808662414551,0.013782303780317307,0.7322225570678711,0.25398239493370056,7.182430267333984
4,0.044506192207336426,0.6161963939666748,0.01271900162100792,0.8767472505569458,0.2517341673374176,7.281951904296875
5,0.0357721783220768,0.5679929256439209,0.01153513602912426,0.730878472328186,0.24961936473846436,7.525941371917725
6,0.026214703917503357,0.6342737674713135,0.005238820798695087,0.6686153411865234,0.2476830631494522,7.1421661376953125
7,0.02635880932211876,0.5793779492378235,0.007361003663390875,0.7657222747802734,0.24587391316890717,7.139223575592041
8,0.011812547221779823,0.5055030584335327,0.009405200369656086,0.8523328304290771,0.24385608732700348,7.583630084991455
9,0.011716297827661037,0.4569474458694458,0.005996793508529663,0.8861318826675415,0.24211284518241882,7.147421360015869
10,0.009218402206897736,0.46783173084259033,0.0028046288061887026,0.7450253963470459,0.24003943800926208,7.6582207679748535
11,0.011044878512620926,0.7721367478370667,0.003454321064054966,0.7264572978019714,0.23814065754413605,6.832055568695068
12,0.008072732016444206,0.5031619668006897,0.00304885720834136,0.8934545516967773,0.2362883985042572,7.620429992675781
13,0.00545313348993659,0.6866199374198914,0.0023194756358861923,0.7515542507171631,0.23448072373867035,7.2447590827941895
14,0.01579974591732025,0.6006226539611816,0.002356510143727064,0.7859005928039551,0.23264586925506592,7.433295726776123
15,0.00700904056429863,0.5986231565475464,0.0023284205235540867,0.6993551254272461,0.2307419329881668,7.2001566886901855
16,0.008332706056535244,0.45600271224975586,0.002347770379856229,0.6998187899589539,0.22881855070590973,7.812848091125488
17,0.011795373633503914,0.5539069175720215,0.003089540870860219,0.7302685379981995,0.22706149518489838,6.993431091308594
18,0.006185420788824558,0.7133640050888062,0.0022434829734265804,0.8718933463096619,0.22500064969062805,8.072168350219727
19,0.005874192342162132,0.48848748207092285,0.003211522940546274,0.6492074131965637,0.22355516254901886,7.388558864593506
20,0.010576626285910606,0.4554273784160614,0.003462716471403837,0.622809648513794,0.22148792445659637,7.7930803298950195
21,0.004060347564518452,0.7220597267150879,0.00241670710965991,0.6857908368110657,0.21956217288970947,8.316064834594727
22,0.00245428248308599,0.5300616025924683,0.003659934736788273,0.6716248989105225,0.2179354429244995,7.674092769622803
23,0.0026105553843080997,0.5586637854576111,0.0033005003351718187,0.7605874538421631,0.2159940004348755,8.763188362121582
24,0.0028942569624632597,0.6134247779846191,0.0016890405677258968,0.6511890888214111,0.21416763961315155,10.52005386352539
25,0.0028889095410704613,0.6177235841751099,0.004658017307519913,0.6935299038887024,0.21246051788330078,8.62833309173584
26,0.0042395214550197124,0.5357067584991455,0.00889159832149744,0.6654191017150879,0.2108224630355835,10.171867370605469
27,0.004237698391079903,0.4210662841796875,0.003335658460855484,0.5027734637260437,0.209044948220253,12.628334999084473
28,0.003025338053703308,0.5894306898117065,0.004413854330778122,0.728524923324585,0.207402765750885,11.47346019744873
29,0.003955305553972721,0.4314033091068268,0.003273352514952421,0.6112090945243835,0.20553645491600037,14.951082229614258
30,0.004400505218654871,0.49463412165641785,0.001819718861952424,0.7163352966308594,0.20392410457134247,9.999405860900879
31,0.001898337621241808,0.5996297597885132,0.002961446065455675,0.5898433327674866,0.20206806063652039,13.50929069519043
32,0.0021259996574372053,0.6368535757064819,0.002653123578056693,0.7149684429168701,0.20051445066928864,10.102956771850586
33,0.0028932252898812294,0.6437549591064453,0.002911820076406002,0.6463693380355835,0.19881469011306763,12.838066101074219
34,0.003879183903336525,0.4852161407470703,0.0027157531585544348,0.6828974485397339,0.1970970332622528,14.194083213806152
35,0.003000014927238226,0.5411269664764404,0.0017856266349554062,0.4937341809272766,0.19563892483711243,15.637039184570312
36,0.0027117934077978134,0.5740386247634888,0.0037643290124833584,0.6447182893753052,0.19376987218856812,16.823104858398438
37,0.0015124960336834192,0.4180341362953186,0.002556620864197612,0.6049087047576904,0.19221509993076324,19.79642105102539
38,0.0016807785723358393,0.4566255509853363,0.001714283716864884,0.5727664232254028,0.19038763642311096,23.76779556274414
39,0.002407058607786894,0.484399676322937,0.004382551647722721,0.4856705665588379,0.18900366127490997,20.235462188720703
40,0.002000201493501663,0.5446199178695679,0.002024275716394186,0.5744832158088684,0.1870780885219574,22.543991088867188
41,0.001900449744425714,0.5358448624610901,0.0019800676964223385,0.7077144384384155,0.1854579597711563,20.31449317932129
42,0.006579441484063864,0.6116970181465149,0.0008112075156532228,0.6295621991157532,0.18382015824317932,23.163349151611328
43,0.0017200633883476257,0.5281853675842285,0.0013212021440267563,0.7138384580612183,0.18210536241531372,18.2569637298584
44,0.003687745425850153,0.5208549499511719,0.0013242352288216352,0.5897126197814941,0.18063697218894958,29.791553497314453
45,0.002524017821997404,0.4047113060951233,0.000960690260399133,0.534461498260498,0.17895303666591644,18.78730583190918
46,0.0013641773257404566,0.3797758221626282,0.00744923111051321,0.5987778306007385,0.17721007764339447,32.68266677856445
47,0.0015772427432239056,0.4266287088394165,0.0011266424553468823,0.6157485842704773,0.17585954070091248,33.743080139160156
48,0.003529469482600689,0.6158722639083862,0.00203078705817461,0.5973674058914185,0.17428256571292877,37.814666748046875
49,0.0011706086806952953,0.3827785849571228,0.0017005214467644691,0.6480087041854858,0.17279216647148132,41.394283294677734
50,0.0013417571317404509,0.5439664721488953,0.001364339841529727,0.6303319334983826,0.17090614140033722,43.771209716796875
51,0.0009312143665738404,0.49077802896499634,0.0029746934305876493,0.5989645719528198,0.16934090852737427,36.20074462890625
52,0.0007996970089152455,0.39529162645339966,0.003075216431170702,0.4071943163871765,0.1678033024072647,47.26158905029297
53,0.0009408314945176244,0.6140203475952148,0.001190852141007781,0.6630802750587463,0.1661883145570755,52.8484992980957
54,0.001642656628973782,0.3209083080291748,0.0010895521845668554,0.5408835411071777,0.16467851400375366,47.45724105834961
55,0.0020420674700289965,0.43647998571395874,0.001157277263700962,0.5658103823661804,0.16309933364391327,41.03447723388672
56,0.001410674536600709,0.33947092294692993,0.0013871437404304743,0.571631133556366,0.16164745390415192,59.296932220458984
57,0.0016598687507212162,0.5176792144775391,0.0012069509830325842,0.5550245046615601,0.16016283631324768,39.75637435913086
58,0.001070311525836587,0.4704155921936035,0.004593191668391228,0.6164374351501465,0.1586139053106308,48.14757537841797
59,0.0029042931273579597,0.7223219871520996,0.0013484180672094226,0.723996639251709,0.15725283324718475,47.30900573730469
60,0.0017438310896977782,0.4004233777523041,0.0014262459008023143,0.5036367177963257,0.1557895690202713,46.44969940185547
61,0.001219018828123808,0.6068724393844604,0.001041222014464438,0.619338870048523,0.1542818397283554,57.20125198364258
62,0.0010719267884269357,0.46221789717674255,0.0028082923963665962,0.5402914881706238,0.15287502110004425,59.53403854370117
63,0.0013257234822958708,0.539389967918396,0.002350015565752983,0.7538122534751892,0.15149861574172974,59.58478927612305
64,0.0013739981222897768,0.4026516079902649,0.0015058201970532537,0.6314465999603271,0.1501471847295761,65.23637390136719
65,0.001393600134178996,0.47986283898353577,0.0010566669516265392,0.626323938369751,0.14883995056152344,50.667030334472656
66,0.0011906977742910385,0.5090097784996033,0.0013818320585414767,0.7664463520050049,0.14740562438964844,56.621482849121094
67,0.0014264691853895783,0.3866332471370697,0.0009518414153717458,0.6320595741271973,0.1460174173116684,53.07784652709961
68,0.0012792639899998903,0.44133684039115906,0.0015714347828179598,0.5975056290626526,0.14466243982315063,56.399471282958984
69,0.0017476510256528854,0.5141886472702026,0.0011872800532728434,0.733838677406311,0.14357557892799377,71.72561645507812
70,0.0033256318420171738,0.480663537979126,0.001399308443069458,0.5875718593597412,0.14206068217754364,70.65095520019531
71,0.0019351911032572389,0.524526834487915,0.0026950351893901825,0.5586657524108887,0.14115120470523834,66.70030975341797
72,0.001916043576784432,0.4937133193016052,0.0017770903650671244,0.6379969120025635,0.13947764039039612,86.21572875976562
73,0.0011060519609600306,0.528570294380188,0.0011274057906121016,0.7568049430847168,0.1385398805141449,73.05138397216797
74,0.010188315063714981,0.3855971693992615,0.0013642485719174147,0.4892754852771759,0.1379069685935974,77.11072540283203
75,0.0008402062812820077,0.5647251009941101,0.0018492174567654729,0.5821418762207031,0.1360223889350891,58.377315521240234
76,0.0021794624626636505,0.4855918288230896,0.001023291377350688,0.7205430269241333,0.13460077345371246,63.8414192199707
77,0.0019055826123803854,0.42642486095428467,0.0009517473517917097,0.559705376625061,0.13328863680362701,52.75884246826172
78,0.0010051378048956394,0.44278568029403687,0.0010955423349514604,0.6329065561294556,0.13200914859771729,55.70952224731445
79,0.0009075949783436954,0.5503932237625122,0.0029541151598095894,0.6599775552749634,0.13124868273735046,60.800357818603516
80,0.0005836631171405315,0.4269019365310669,0.0014917661901563406,0.5638070106506348,0.1296297162771225,63.810691833496094
81,0.0010946817928925157,0.5509390234947205,0.000734568340703845,0.6792274713516235,0.1285592019557953,73.74855041503906
82,0.0016297895926982164,0.5391255617141724,0.0007726254407316446,0.5570138692855835,0.1273586004972458,58.42066955566406
83,0.0020561576820909977,0.5216382741928101,0.0010780375450849533,0.6954545378684998,0.12616682052612305,74.04248046875
84,0.0017493588384240866,0.4175770878791809,0.00028771691722795367,0.5718746185302734,0.1250656098127365,75.3499755859375
85,0.0007347409846261144,0.5644263625144958,0.0008720367914065719,0.7239264249801636,0.12392181158065796,61.85293197631836
86,0.0008430429152213037,0.4718741178512573,0.00036731301224790514,0.5347692966461182,0.12272486090660095,48.479671478271484
87,0.0014464296400547028,0.5759985446929932,0.00042619206942617893,0.7580889463424683,0.12203297019004822,59.952606201171875
88,0.001238933065906167,0.39018377661705017,0.0009704871335998178,0.6174979209899902,0.12048549950122833,58.10941696166992
89,0.000861804757732898,0.48363396525382996,0.002112964168190956,0.5709514617919922,0.11946512013673782,67.7844009399414
90,0.001519122626632452,0.4889116585254669,0.0007239889819175005,0.6033685207366943,0.11883530020713806,57.586734771728516
91,0.000782281975261867,0.4520377218723297,0.000647013308480382,0.5868817567825317,0.11725006252527237,76.62216186523438
92,0.0018401567358523607,0.5285266637802124,0.00021143151388969272,0.7585774660110474,0.11648102104663849,78.55917358398438
93,0.0019491761922836304,0.42345839738845825,0.00021006529277656227,0.5765026807785034,0.11515548080205917,84.5967788696289
94,0.0008900388493202627,0.4034140706062317,0.0024163206107914448,0.5362793207168579,0.11416921764612198,62.21748733520508
95,0.002448804210871458,0.5413351655006409,0.000762688578106463,0.5335540175437927,0.11312122642993927,82.6487808227539
96,0.0009478775318711996,0.5084863305091858,0.0004571052559185773,0.640094518661499,0.11202165484428406,71.04230499267578
97,0.0006941012106835842,0.3709144592285156,0.0015057888813316822,0.4850538372993469,0.11115781962871552,89.2483901977539
98,0.0010121921077370644,0.3968896269798279,0.000502954120747745,0.6014753580093384,0.11000857502222061,83.29011535644531
99,0.0018349362071603537,0.469769150018692,0.000894287833943963,0.5735180974006653,0.11076879501342773,63.76069641113281
100,0.0008237336296588182,0.530023992061615,0.0007401065086014569,0.626204252243042,0.10859335213899612,65.86551666259766
101,0.0005288622342050076,0.5364792346954346,0.0001740541629260406,0.7182900309562683,0.10710535943508148,72.4123306274414
102,0.0018135977443307638,0.38761651515960693,0.00040669139707461,0.4038342833518982,0.1061227098107338,86.43669891357422
103,0.0009084978955797851,0.5034151673316956,0.0004843437345698476,0.5114059448242188,0.10514906048774719,71.34388732910156
104,0.0009826126042753458,0.4688502550125122,0.0007918871706351638,0.6160887479782104,0.10420303046703339,50.995269775390625
105,0.000542618683539331,0.3759894371032715,0.0022742070723325014,0.5675621032714844,0.10344841331243515,65.80863189697266
106,0.002291375305503607,0.3429992198944092,0.0004192024061921984,0.5728779435157776,0.10235528647899628,74.29473876953125
107,0.0008754626614972949,0.5093698501586914,0.00046404506429098547,0.560744047164917,0.10144151747226715,83.67765808105469
108,0.0010129890870302916,0.4704382121562958,0.0007816186407580972,0.5785394906997681,0.10051006078720093,94.34626770019531
109,0.0013352062087506056,0.5468449592590332,0.0005048509337939322,0.6838592290878296,0.0996200367808342,58.706092834472656
110,0.0008096408564597368,0.4593990445137024,0.000481374969240278,0.6584605574607849,0.09872793406248093,62.70563507080078
111,0.0015872176736593246,0.40996256470680237,0.0005063217831775546,0.6199700832366943,0.09788553416728973,63.248443603515625
112,0.0008048577583394945,0.4264497756958008,0.0002686134830582887,0.6682823896408081,0.09732569754123688,82.73808288574219
113,0.00042683034553192556,0.47377732396125793,0.0004116558993700892,0.6960883140563965,0.09616430103778839,57.58744430541992
114,0.00117560476064682,0.39623212814331055,0.0003683152608573437,0.5808864235877991,0.09524935483932495,50.4686393737793
115,0.0009366745362058282,0.5444626808166504,0.0012300480157136917,0.5179108381271362,0.0943717509508133,77.45394134521484
116,0.0007263515144586563,0.4245619773864746,0.000536346691660583,0.3653753399848938,0.0939313992857933,80.17918395996094
117,0.0009470673394389451,0.35526567697525024,0.00040909243398346007,0.4937255382537842,0.09280620515346527,86.09313201904297
118,0.0006051883101463318,0.5443055629730225,0.0009161275229416788,0.6831504106521606,0.09194794297218323,60.603492736816406
119,0.00040117124444805086,0.4530504643917084,0.0003719771048054099,0.5683342814445496,0.09113630652427673,54.0160026550293
120,0.0005938491667620838,0.3951432406902313,0.00018693692982196808,0.6091867685317993,0.09031295776367188,84.63581085205078
121,0.0017246734350919724,0.4302634298801422,0.0009847689652815461,0.5355495810508728,0.08955210447311401,58.94489669799805
122,0.001021974952891469,0.5177042484283447,0.00034455570857971907,0.5218016505241394,0.08864065259695053,106.02854919433594
123,0.0007423698552884161,0.4833343029022217,0.0013244044966995716,0.5479977130889893,0.08794674277305603,96.93756103515625
124,0.0009332365589216352,0.4183703660964966,0.0009222867665812373,0.432152658700943,0.08707023411989212,104.96441650390625
125,0.0012544288765639067,0.4608381390571594,0.002491105580702424,0.559686541557312,0.08653311431407928,83.5418701171875
126,0.00035838267649523914,0.5395927429199219,0.00014280366303864866,0.7184200286865234,0.08569448441267014,79.10887145996094
127,0.0002285678929183632,0.365082323551178,0.004132553469389677,0.6216229796409607,0.08487428724765778,77.25405883789062
128,0.0004658738907892257,0.5156864523887634,0.0005741501227021217,0.6538799405097961,0.0845707356929779,80.40753936767578
129,0.0008039514068514109,0.42521578073501587,0.0006201858632266521,0.7116786241531372,0.08334080874919891,77.13751983642578
130,0.0004760348820127547,0.4797952473163605,0.000624257605522871,0.5997796058654785,0.08267807215452194,59.250423431396484
131,0.0005298418109305203,0.5187974572181702,0.0006554618594236672,0.6170728206634521,0.08182437717914581,89.04231262207031
132,0.0006011913646943867,0.3600862920284271,0.00048141207662411034,0.5819151401519775,0.08135294169187546,63.75019836425781
133,0.0006665394175797701,0.4054570496082306,0.0008163227466866374,0.5502721071243286,0.08101358264684677,48.42919921875
134,0.0017134548397734761,0.46779710054397583,0.00018825844745151699,0.5840041637420654,0.07981826364994049,63.36738586425781
135,0.0008293499704450369,0.49914827942848206,0.000890321796759963,0.5715211629867554,0.07911162823438644,55.47682571411133
136,0.0014888029545545578,0.5286920070648193,0.0008743100333958864,0.5529947876930237,0.07866935431957245,53.802032470703125
